ROUTER_1,10-07-23 18:21:58,AGREGADO
ROUTER_1,10-07-23 18:21:58,ACTIVO
ROUTER_2,10-07-23 18:21:58,AGREGADO
ROUTER_2,10-07-23 18:21:58,ACTIVO
ROUTER_3,10-07-23 18:21:58,AGREGADO
ROUTER_3,10-07-23 18:21:58,ACTIVO
ROUTER_4,10-07-23 18:21:58,AGREGADO
ROUTER_4,10-07-23 18:21:58,ACTIVO
ROUTER_5,10-07-23 18:21:58,AGREGADO
ROUTER_5,10-07-23 18:21:58,ACTIVO
